,pdfId,pdfName,filingId,totalPages,application_id,submitter,company,consultant_name
116,2404644,2014-01-28 Keystone PCEM Year 3  - A3T3I4,2404944,22,486602,TransCanada Keystone Pipeline GP Ltd.,TransCanada Keystone Pipeline GP Ltd.,[]
117,2404648,Alberta Clipper Project PCEM Report Year 4 (2013) - A3T3K4,2404647,84,465178,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['TERA Environmental Consultants']
118,2407660,2014-01-28 Keystone PCEM Year 4  - A3T3H0,2407387,82,446070,TransCanada Keystone Pipeline GP Ltd.,TransCanada Keystone Pipeline GP Ltd.,[]
119,2407764,Line 4 Extension Project PCEM Report Year 5 (2013) - A3T3S8,2407476,32,469094,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['TERA Environmental Consultants']
120,2408156,Southern Lights Project PCEM Report Year 5 (2013) - A3T3R4,2407667,42,456607,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP and Enbridge Pipelines Inc.,Enbridge Southern Lights GP Inc. (On behalf of Enbridge Southern Lights LP),['TERA Environmental Consultants']
121,2411043,Stewart Lake Pipeline PCEM Report - A3T5K9,2411253,27,656096,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['TERA Environmental Consultants']
122,2411350,Appendix A - Cutbank River First Year PCMP - A3T4X8,2411789,30,697803,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['TERA Environmental Consultants']
123,2411357,South Maxhamish Loop Post-Construction Environmental Monitoring Report - A3T5E7,2411798,46,593411,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['TERA Environmental Consultants']
124,2411359,NGTL Groundbirch Mainline Saturn Section Condition 5 PCMP Report - A3T5F7,2411799,35,657473,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['Paragon Soil and Environmental Consulting']
125,2411466,Appendix B - Musreau Lake First Year PCMP - A3T4X9,2411789,31,697803,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['TERA Environmental Consultants']
126,2411479,Tanghe Creek Lateral Loop No. 2 - Sloat Creek Section-Condition 9 First PCMP Report - A3T5G7,2411149,46,667071,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['TERA Environmental Consultants']
127,2411484,North Maxhamish Loop Post-Construction Environmental Monitoring Report - A3T5K4,2411252,48,554349,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['TERA Environmental Consultants']
128,2411486,N4 Loop PCEM Report - A3T5K7,2411253,27,656096,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['TERA Environmental Consultants']
129,2411566,Appendix B-Nose YEAR 1 PCMP FINAL - A3T4Q7,2411456,28,673726,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['TERA Environmental Consultants']
130,2411779,6873_Year 1 PCEM Pembina Beatton River - A3T4K3,2411672,32,858743,Pembina Energy Services Inc.,Pembina Energy Services Inc.,['TERA Environmental Consultants']
131,2411783,Appendix A-Karr YEAR 1 PCMP FINAL 1of4 - A3T4Q3,2411456,17,673726,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['TERA Environmental Consultants']
132,2411908,T-North 2012 Expansion Project Post-Construction Monitoring Report - A3T5D7,2412026,41,757939,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['TERA Environmental Consultants']
133,2411910,2014-01-31- Cheecham Kettle River First PCMP Report Part 1 - A3T5F2,2412030,24,698977,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
134,2412032,NGTL Gordondale Lateral Loop No. 2 PCEM Report - A3T5G1,2411801,34,659448,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['Paragon Soil and Environmental Consulting']
135,2487348,Horn_River_YEAR_1_PCMP_1of6 - A3Z6F0,2487151,38,601085,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['TERA Environmental Consultants']
136,2525922,"PCMR Year 4 Pipeline from a-65-A, 93-I-9 to 13-9-64-13, W6M (C111122) reduced - A4D0H5",2526292,28,582653,"Scott Schilds, Roy Northern Environmental",Canadian Forest Oil Ltd,['Roy Northern Environmental']
137,2543819,ETEP Water Quality Monitoring Report_FINAL - A4E3J9,2543902,27,474966,Trans Mountain Pipeline ULC,Trans Mountain Pipeline Inc.,['Stantec Consulting']
138,2547823,Genesis Pipeline Post Construction Environment Monitoring Report - A4E8X7,2547822,24,793875,Mr. Ryan Hornett,Nova Chemicals (Canada) Ltd.,['Stantec Consulting']
139,2585636,NEB_Goodrich_Extension_Re-injection_Pipeline_Project_4th_Year_PCEM_Condition5_Dec302014 - A4G3R3,2585451,39,588299,"Westcoast Energy Inc., carrying on Business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Triton Environmental Consultants']
140,2585870,Alberta Clipper Project PCEM Report - Year 5 (2014) - A4G4G5,2585771,60,465178,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
141,2661448,NEB_South_Maxhamish_Loop_3rd_Year_PCEM_Condition5_Jan282015 - A4G8E2,2661447,51,593411,"Westcoast Energy Inc., carrying on Business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Triton Environmental Consultants']
142,2661547,Bear River Lateral Loop No. 2 PCMR Year 3 - A4G7Z5,2661987,25,674054,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
143,2661659,Norma Transmission Pipeline Project - First Year PCMR - A4G7Z7,2661329,29,927564,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,['Paragon Soil and Environmental Consulting']
144,2661872,Cutbank River Lateral Loop (Bald Mountain Section) PCEMR Year 3 - A4G7W0,2661437,54,633450,NOVA Gas Transmission Ltd,NOVA Gas Transmission Ltd.,[]
145,2661883,Attachment 1 - Environmental As-Built Report - A4G8F4,2661335,70,661686,Enbridge Bakken Pipeline Company Inc.,"Enbridge Bakken Pipeline Company Inc., on behalf of Enbridge Bakken Pipeline Limited Partnership",[]
146,2662111,Attachment 2 - Post-Construction Environmental Monitoring Report - Year 1 - A4G8F5,2661335,90,661686,Enbridge Bakken Pipeline Company Inc.,"Enbridge Bakken Pipeline Company Inc., on behalf of Enbridge Bakken Pipeline Limited Partnership",[]
147,2671179,Leismer to Kettle River Crossover-Condition 12 Post-Construction Monitoring Program Report - A4H0U2,2671966,69,704296,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
148,2671197,NWML_Kyklo section - Year 1 PCM Report - A4H1K3,2672072,56,685859,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
149,2671246,Post-Construction Environmental Monitoring - Native Prairie Monitoring Report Year 1 Part 5 - A4G9H7,2671574,96,669661,Pembina Prairie Facilities Ltd. - Vantage Pipeline Canada ULC,Vantage Pipeline Canada ULC,['Kicking Horse']
150,2671466,Post-Construction Environmental Monitoring - Native Prairie Monitoring Report Year 1 Part 3 - A4G9H5,2671574,51,669661,Pembina Prairie Facilities Ltd. - Vantage Pipeline Canada ULC,Vantage Pipeline Canada ULC,['Kicking Horse']
151,2671475,TCPL - 2012 Eastern Mainline Expansion Condition 13 - PCEM Report - A4G9R8,2671474,77,753662,TransCanada PipeLines Limited,TransCanada PipeLines Limited,['Paragon Soil and Environmental Consulting']
152,2671591,Hidden Lake North and Moody Creek Compressor Stations - Condition 8 - Post Construction Monitoring Report - A4G9Y5,2671945,27,672909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
153,2671597,Keystone s.52 Year 5 PCEM Report January 2015 - A4H0I4,2671378,190,446070,TransCanada Keystone Pipeline GP Ltd.,TransCanada Keystone Pipeline GP Ltd.,[]
154,2671633,Horn River Pipeline Project - Condition 24 Post-Construction Monitoring Report - A4H1J6,2671520,37,601085,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
155,2671635,NWML_Cranberry section - Year 1 PCM Report - A4H1K2,2672072,40,685859,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
156,2671636,NWML_Timberwolf section - Yr 1 PCM Report - A4H1K4,2672072,61,685859,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
157,2671926,Post-Construction Environmental Monitoring - Native Prairie Monitoring Report Year 1 Part 4 - A4G9H6,2671574,96,669661,Pembina Prairie Facilities Ltd. - Vantage Pipeline Canada ULC,Vantage Pipeline Canada ULC,['Kicking Horse']
158,2671952,"APPENDIX B, C and D - Part 4 - A4H0E8",2671486,34,555680,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
159,2671957,Keystone Cushing s.58 XO-T241-07-2008 Cond. 18 Year 4 PCEM Rpt - A4H0I2,2672040,32,486602,TransCanada Keystone Pipeline GP Ltd.,TransCanada Keystone Pipeline GP Ltd.,[]
160,2672019,2014 Post Construction Environmental Monitoring Report Ref. Order XG-A083-05-2008 - A4G9K4,2671357,32,522398,Kerry Dark,ARC Resources Ltd.,['CH2M HILL Energy']
161,2798745,Gething Source Water Pipeline Third Year Post Construction Environmental Monitoring Report - A4R6D0,2798844,41,699247,105755 Alberta Ltd.,1057533 Alberta Ltd,['CH2M HILL Energy']
162,2858008,A74381-1 Eastern ML Exp_Condition 13 Post-Construction Monitoring_ParkwayLoop_Woodlot Report - A4V9W5,2858290,43,753662,TransCanada PipeLines Limited,TransCanada PipeLines Limited,['Stantec Consulting']
163,2896928,A74834-1 North Maxhamish Loop Project - Fourth Year Post-Construction Environmental Monitoring Report – 2015 Maintenance Work Reporting - A4X0X7,2897123,12,554349,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (“Westcoast”)",Westcoast Energy Inc.,[]
164,2905392,A75002-3 HornRiver_YEAR_3_PCRM_Report_Part3 - A4X3I8,2905494,42,601085,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
165,2905908,A75155-1 NGTL Norma Transmission Pipeline Project - Year 2 PCMR - A4X6C8,2908644,26,927564,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
166,2908404,A75333-1 Tanghe Creek Lateral Loop No 2_Condition 9 PCM Report - A4X8K3,2908403,39,667071,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
167,2908465,A75212-2 Cutbank-Red Rock_Year 3 PCM Report - A4X6W9,2908880,25,697803,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
168,2908521,A75332-1 Chinchaga Lateral Loop No. 3 - Preliminary PCM Program.doc - A4X8K1,2909462,55,737909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
169,2908531,A75345-2 Keystone OC-51 Cond. 32 Post-Construction Environmental Monitoring Report-2015 - A4X8S1,2915510,116,486602,TransCanada Keystone Pipeline GP Ltd.,TransCanada Keystone Pipeline GP Ltd.,[]
170,2908560,A75212-3 Musreau Lateral Loop No 2_Year 3 PCM Report - A4X6X0,2908880,29,697803,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
171,2908687,A75233-2 GPML_Karr_North_Year 3 PCM Report - A4X7D8,2909599,37,673726,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
172,2908890,A75233-3 GPML_Nosehill_Year 3 PCM Report - A4X7D9,2909599,21,673726,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
173,2909467,A75345-3 Keystone Cushing s.58 XO-T241-07-2008 Cond. 18 Year 5 Post-Construction Environmental Monitoring Report - A4X8S2,2915510,23,486602,TransCanada Keystone Pipeline GP Ltd.,TransCanada Keystone Pipeline GP Ltd.,[]
174,2909471,A75352-1 Gordondale_Year 3 PCRM Report - A4X8W4,2909679,43,659448,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
175,2909514,A75246-2 Third Year Post Construction Environmental Monitoring Report - A4X7G9,2908482,40,638789,Pembina Energy Services Inc.,Provident Energy Pipeline Inc.,['CH2M HILL Energy']
176,2909658,A75319-1 Sunday Crk South Lat Loop_Condition 6 PCEMR - A4X8G6,2909564,51,942200,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
177,2915502,A75334-1 NGTL Cheecham - Kettle River Expansion Project - Cond. 6 Post-Construction Environmental Monitoring Report - A4X8K5,2909746,56,698977,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
178,2915607,A75354-1 Groundbirch Mainline (Saturn Section) Year 3 PCRM Report - A4X8W8,2909363,35,657473,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
179,2915906,A75355-1 Moosa Crossover PCMR Year 1 - A4X8X0,2908414,34,970668,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
180,2921913,A75386-6 Stewart_Lake_Post-Construction_Report - A4X9K1,2922241,48,656096,"Westcoast Energy Inc., doing business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Dunn Hiebert & Associates']
181,2921914,A75387-1 T-North_2012_Third_Year_PCEM_Report_Part1 - A4X9K6,2922352,37,757939,"Westcoast Energy Inc., carrying on Business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Dunn Hiebert & Associates']
182,2922022,A75386-2 N4L2 Post-Construction Report - A4X9J7,2922241,31,656096,"Westcoast Energy Inc., doing business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Dunn Hiebert & Associates']
183,3097250,A81049-1 NMax_4YR_PCEM-Update - A5H6K4,3096796,7,554349,"Westcoast Energy Inc., doing business as Spectra Energy Transmission",Westcoast Energy Inc.,[]
184,3116883,"A81119-2 Post-Construction Monitoring Report, Part A - A5H7R3",3116777,85,927381,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
185,3166469,"A81360-2 Part B, Post-Construction Environmental Monitoring Report - A5I2G9",3166584,40,927381,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
186,3178879,A81477-2 Post-Construction Environmental Monitoring Report  - Year 1 - A5I4C0,3179542,145,895427,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
187,3178990,A81459-1 NGTL_Horn River Mainline Pipeline Project_Fourth Year Post-Construction Program Report - A5I3V0,3178871,98,601085,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
188,3179026,A81553-1 Keystone Pipeline Project - 2016 Post Construction Environmental Monitoring Report - A5I5F8,3179680,93,446070,TransCanada,TransCanada Keystone Pipeline GP Ltd.,[]
189,3179037,A81577-2 NEB31_Goodrich_PCEM_Yr6 - A5I5Q8,3179472,51,588299,"Westcoast Energy Inc., doing Business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Triton Environmental Consultants']
190,3179140,A81582-2 NEB31_South_Max_PCEM_Yr5 - A5I5S5,3179689,65,593411,"Westcoast Energy Inc., doing Business as Spectra Energy Transmission (Westcoast)",Westcoast Energy Inc.,['Triton Environmental Consultants']
191,3179201,A81453-1 Cutbank_BldMtn_Year 5_PCRM_Jan 2017 - A5I3T2,3179306,57,633450,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
192,3179202,A81454-3 Moody Crk CS_Year 3_PCRM_Jan 2017 - A5I3T6,3179090,17,672909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
193,3179212,A81479-2 Attachment 1 - Post-Construction Environmental Monitoring Report - Year 1 - A5I4C7,3178881,145,895427,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
194,3179307,A81454-2 Hidden Lk CS_Year 3_PCRM_Jan 2017 - A5I3T5,3179090,18,672909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
195,3179314,A81477-3 Environmental As-Built Report - A5I4C1,3179542,40,895427,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
196,3179364,A81579-1 Musreau Cutbank Expansion Year 1 PCMR - A5I5R7,3179688,65,2453214,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
197,3179433,A81482-2 Attachment 1 - Post-Construction Environmental Monitoring Report - Year 1 - A5I4E6,3179778,145,893373,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['CH2M HILL Energy']
198,3179457,A81530-3 Timberwolf_Year 3 PCRM - A5I5A4,3179017,49,685859,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
199,3179466,A81559-1 Moosa Crossover Pipeline Project - Post-Construction Monitoring Report - A5I5H1,3179906,22,970668,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
200,3179634,A81444-2 Attachment 1 - Post-Construction Environmental Monitoring Report - Year 3 - A5I3Q7,3179528,98,661686,Enbridge Bakken Pipeline Company Inc.,"Enbridge Bakken Pipeline Company Inc., on behalf of Enbridge Bakken Pipeline Limited Partnership",[]
201,3179681,A81560-1 TransCanada_Parkway Loop Pipeline Project_Third Year Post-Construction Program Report - A5I5H3,3179907,46,753662,TransCanada PipeLines Limited,TransCanada PipeLines Limited,[]
202,3179756,A81435-2 Post-Construction Environmental Monitoring and Native Prairie Monitoring Report - Year 3 - A5I3K2,3179520,130,669661,Pembina Prairie Facilities Ltd.,Vantage Pipeline Canada ULC,['Kicking Horse']
203,3179771,A81474-1 Bear River Lateral Loop No.2_Five Year PCMR - A5I4A3,3179102,30,674054,NOVA Gas Transmission Ltd,NOVA Gas Transmission Ltd.,[]
204,3179772,A81475-1 Leismer to Kettle River Crossover_Third Year PCMR - A5I4A5,3179429,52,704296,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
205,3179818,A81581-1 Groundbirch Mnln_Year 5 PCRM - A5I5S2,3179139,87,555680,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
206,3179896,A81530-4 Cranberry_Year 3 PCRM - A5I5A5,3179017,46,685859,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
207,3201251,A81871-1 Norma Transmission Pipeline_3rd Yr PCM Program Report - A5J0Y4,3201250,21,927564,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
208,3348371,"A87243-1 PCMR Year 7 CNRL Pipeline from a-65-A, 93-I-9 to 13-9-64-13 W6M (C111122) - A5W1K8",3349592,26,3211357,Canadian Natural Resources Ltd.,Canadian Natural Resources Limited,['Roy Northern Environmental']
209,3403030,A88692-1 XG-A083-05-2008_Post Construction Enviro Monitoring Report_DEC 14 2017  - A5Y4H6,3399196,20,522398,ARC Resources Ltd.,ARC Resources Ltd.,[]
210,3434382,A89367-2 GPML Karr North - Year 5 PCMR - Jan 2018 - A5Z3X4,3436908,44,673726,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
211,3435591,A89370-2 Year 5 PCEM Report - A5Z3Y4,3434164,48,858743,Pembina Energy Services Inc.,Pembina Energy Services Inc.,['CH2M HILL Energy']
212,3436137,A89301-1 NGTL_Cheecham-Kettle River Expansion_Cond.6_Post-Construction Environmental Monitoring Report - A5Z3H8,3437127,77,698977,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
213,3436360,A89367-3 GPML Nosehill - Year 5 PCMR - Jan 2018 - A5Z3X5,3436908,23,673726,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
214,3461260,A89672-1 Liege_Lateral_Loop 2_Thornbury_Leismer_East_CS_Year 1_PCMR - A5Z7Y3,3462570,62,2523776,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
215,3461666,A89488-1 Chinchaga Lateral Loop No. 3 - Year 3 Post-Construction Monitoring Report - A5Z5I9,3463758,50,685859,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
216,3461909,A89674-1 Medicine Hat Compressor Station - First Year Post-Construction Monitoring Report - A5Z7Y7,3462341,22,2855154,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
217,3461911,A89683-3 Musreau Lateral Loop No. 2 Year 5 PCMR - A5Z8C4,3461263,37,697803,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
218,3462221,A89565-1 Groundbirch Mainline(Saturn Section)_Year 5_PCMR_Jan 2018 - A5Z6J5,3461125,43,657473,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
219,3462241,A89675-1 Tanghe Creek Lateral Loop No. 2 (Sloat Creek Section) - Fifth Year Post-Construction Monitoring Report - A5Z7Y9,3462127,72,667071,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
220,3463330,A89617-4 Horn River ML_Year 5 PCMR Jan 2018_Part3of3 - A5Z7D4,3464211,102,601085,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
221,3463340,A89673-1 Gordondale Lateral Loop No. 2 - Fifth Year Post-Construction Monitoring Report - A5Z7Y5,3460910,50,659448,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
222,3463536,A89498-1 King s North Connection Pipeline Project - First Year Post-Construction Monitoring Report - A5Z5Q0,3464752,46,2498195,TransCanada PipeLines Limited,TransCanada PipeLines Limited,[]
223,3463654,A89547-1 Norma Transmission Pipeline - Year 4 PCMR - Jan 2018 - A5Z6E5,3463763,27,927564,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
224,3464201,A89575-1 Sunday Creek South Lateral Loop No.3_Year 3 PCMR Jan 2018 - A5Z6L5,3463441,38,942200,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
225,3464433,A89707-1 Keystone Pipeline Project - 2017 Post Construction Environmental Monitoring Report - A5Z8J1,3461361,103,446070,TransCanada Keystone Pipeline GP Ltd,TransCanada Keystone Pipeline GP Ltd.,[]
226,3464785,A89803-2 Post Construction Environmental Monitoring Report - A5Z9V5,3464784,60,3006149,"Westcoast Energy Inc., doing business as Spectra Energy Transmission",Westcoast Energy Inc.,['Triton Environmental Consultants']
227,3464871,A89683-2 Cutbank-Red Rock Year 5 PCMR - A5Z8C3,3461263,33,697803,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
228,3744985,A96900-2 Attachment 1 - Post Construction Environmental Monitoring Report - Year 5 - A6Q4F4,3737775,80,661686,Enbridge Bakken Pipeline Company Inc.,"Enbridge Bakken Pipeline Company Inc., on behalf of Enbridge Bakken Pipeline Limited Partnership",[]
229,3745942,A97180-2 Vantage_Yr5PCEM_Report_FINAL_2019-01-05 - A6Q8S7,3745940,97,669661,Pembina Prairie Facilities Ltd.,Vantage Pipeline Canada ULC,['WAPTA Environmental Consulting']
230,3745992,A97181-2 Post-Construction Environmental Monitoring Report - Year 1 (2018) Pouce Coupe Lateral - A6Q8T0,3745990,76,2935755,Pouce Coupé Pipe Line Ltd.,Pouce Coupй Pipe Line Ltd,[]
231,3746587,A97266-2 Line 3 Replacement Project Post Construction Environmental Monitoring - Year 3 - A6Q9S3,3746585,37,927381,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['Jacobs']
232,3747553,A97573-1 Vaughan Mainline Expansion Cond 17_PCMR - A6R4H5,3747552,63,2856848,TransCanada PipeLines Limited,TransCanada PipeLines Limited,[]
233,3747555,A97574-2 Hidden Lk Comp_Year 5_PCRM_Jan 2019 - A6R4H8,3748068,24,672909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
234,3747701,A97574-3 Moody Crk Comp_Year 5_PCRM_Jan 2019 - A6R4H9,3748068,24,672909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
235,3747836,A97613-3 YEAR 1_GPML Loop 2_McLeod River PCMReport - A6R5F0,3747624,63,2758964,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
236,3748002,A97613-5 YEAR 1_Liege LL2_Pelican Lake PCMReport - A6R5F2,3747624,91,2758964,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
237,3748180,A97613-2 YEAR_1 AlcesCS_PCMReport - A6R5E9,3747624,21,2758964,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
238,3748181,A97613-4 YEAR 1_Kettle River_Christina River PCMReport - A6R5F1,3747624,48,2758964,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
239,3750340,A97680-2 Attachment 1 - Post Construction Environmental Monitoring Report - Year 3 - A6R6F7,3750338,113,895427,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['Jacobs']
240,3750673,A97699-1 Leismer to Kettle River Crossover_Yr. 5 PCMR - A6R6V3,3750350,71,704296,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
241,3750899,A97720-2 Post Construction Environmental Monitoring - Year 1 - A6R7C7,3750366,28,2855929,"Westcoast Energy Inc., doing business as Spectra Energy Transmission",Westcoast Energy Inc.,['Triton Environmental Consultants']
242,3751020,A97690-2 Post-Construction Environmental Monitoring Report - Year 1 - A6R6Q4,3751018,100,901853,"Westcoast Energy Inc., doing business as Spectra Energy Transmission",Westcoast Energy Inc.,['EBB Environmental Consulting Inc']
243,3751105,A97683-2 Attachment 1 - Post Construction Environmental Monitoring Report - Year 3 - A6R6G9,3751215,113,895427,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['Jacobs']
244,3751108,A97686-2 Attachment 1 - Post Construction Environmental Monitoring Report - Year 3 - A6R6I3,3751106,113,893373,Enbridge Pipelines Inc.,Enbridge Pipelines Inc.,['Jacobs']
245,3751134,A97703-2 NWML_Cranberry Section_Year 5_PCMR_Jan 2019 - A6R6W7,3751132,58,737909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
246,3751136,A97703-4 NWML_Timberwolf Section_Year 5_PCMR_Jan 2019 - A6R6W9,3751132,104,737909,NOVA Gas Transmission Ltd.,NOVA Gas Transmission Ltd.,[]
247,3751154,A97723-1 Eastern ML Exp._Parkway Loop Sections_Year 5 PCMR - A6R7D5,3750786,61,753662,TransCanada PipeLines Limited,TransCanada PipeLines Limited,[]
248,3754529,A97973-2 Pine River Aerial Crossing Project Post-Construction Monitoring Report - Year 1 - A6S1G8,3754527,29,3024883,"Westcoast Energy Inc., doing business as Spectra Energy Transmission",Westcoast Energy Inc.,[]
